TTDTargetID	Target_Name	Indication	症状	ICD9	ICD10
T05031	PI3K beta	Thrombosis	血栓形成	"437.6, 453, 671.5, 671.9"	I80-I82
T05114	Chymase	Atopic dermatitis	特应性皮炎	"691.8, 692.9"	L00-L99
T05114	Chymase	Cardiovascular disorder	心血管疾病		I00-I99
T05114	Chymase	Gram-positive bacterial infection	革兰氏阳性细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	
T05114	Chymase	Heart failure	心脏衰竭	428	I50
T05152	Hepatitis C virus NS5B polymerase	HCV genotypes 1-6	HCV基因型1-6		"B17.1, B18.2"
T05152	Hepatitis C virus NS5B polymerase	HCV infection	HCV感染	"070.4, 070.5, 070.70"	"B17.1, B18.2"
T05152	Hepatitis C virus NS5B polymerase	Hepatitis virus infection	肝炎病毒感染	573.3	K75.9
T05152	Hepatitis C virus NS5B polymerase	Unspecified	未指定		
T05196	Uric acid	Gout	痛风	274.00274.1274.8274.9	M10
T05290	Malignant cancer cells	Acute lymphoblastic leukemia	急性淋巴细胞白血病	"204.0, 556"	C91.0
T05351	MARCKS protein	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T05409	Neutral endopeptidase	Chronic pain	慢性疼痛	"338.2,780"	"R52.1-R52.2, G89"
T05409	Neutral endopeptidase	Female sexual dysfunction	女性性功能障碍	302.7	F52
T05409	Neutral endopeptidase	Heart failure	心脏衰竭	428	I50
T05409	Neutral endopeptidase	Hypertension	高血压	401	I10-I16
T05409	Neutral endopeptidase	Hypotension	低血压	"458, 796.3"	I95
T05409	Neutral endopeptidase	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T05563	H5N1 pandemic influenza virus	Influenza virus	流感病毒		J11.1
T05643	Leucine-rich repeat neuronal protein 1	Multiple scierosis	多发性硬化	340	G35
T05661	Lecithin-cholesterol acyltransferase	Acute coronary syndrome	急性冠状动脉综合征	444	I74
T05849	Gastrin/cholecystokinin type B receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T05849	Gastrin/cholecystokinin type B receptor	Caerulein stimulated gastric and pancreatic secretion	Caerulein刺激胃和胰腺分泌		
T05849	Gastrin/cholecystokinin type B receptor	Cancer	癌症	140-229	C00-C96
T05849	Gastrin/cholecystokinin type B receptor	Diagnostic imaging	诊断影像	331	"G30, I73.9"
T05849	Gastrin/cholecystokinin type B receptor	Duodenal ulcers	十二指肠溃疡		K25-K27
T05849	Gastrin/cholecystokinin type B receptor	Gastroesophageal reflux disease	胃食管反流病	"140-229, 530"	K21
T05849	Gastrin/cholecystokinin type B receptor	Gastrointestinal disease	肠胃疾病		K00-K93
T05849	Gastrin/cholecystokinin type B receptor	Intestine cancer	肠癌		"C17-C20, C26"
T05849	Gastrin/cholecystokinin type B receptor	Medullary thyroid cancer	甲状腺髓样癌	193	C73
T05849	Gastrin/cholecystokinin type B receptor	Stomach disease	胃病		K30-K31
T05849	Gastrin/cholecystokinin type B receptor	Stomach ulcer	胃溃疡		K25-K27
T05849	Gastrin/cholecystokinin type B receptor	Type 1 diabetes	1型糖尿病	250	E10
T05849	Gastrin/cholecystokinin type B receptor	Ulcerative colitis	溃疡性结肠炎	556	K51
T05849	Gastrin/cholecystokinin type B receptor	Unspecified	未指定		
T05890	Rhinovirus capsid protein	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T05904	Phosphodiesterase 8	Inflammatory disorder	炎性疾病		
T05938	Mucin 16	Fallopian tube cancer; Peritoneal cancer; Ovarian cancer	输卵管癌；腹膜癌；卵巢癌	"140-229, 183.2, 221.0, 183"	"C57, D28, C56"
T05938	Mucin 16	Ovarian cancer	卵巢癌	183	C56
T06011	Transforming growth factor-beta	Anemia	贫血	280-285	D50-D64
T06037	mRNA of human Jun-N-terminal kinase-2 (JNK2)	Cancer	癌症	140-229	C00-C96
T06042	Sinus node If channel	Angina pectoris	心绞痛	413	I20
T06046	"Nitric-oxide synthase, endothelial"	Angina pectoris	心绞痛	413	I20
T06046	"Nitric-oxide synthase, endothelial"	Angina; Coronary artery disease	心绞痛;冠状动脉疾病	"410-414, 413, 429.2"	"I20, I20-I25"
T06046	"Nitric-oxide synthase, endothelial"	Brain injury	脑损伤		S09.90
T06046	"Nitric-oxide synthase, endothelial"	Hypertension; Angina	高血压;心绞痛	"401, 413"	"I10-I16, I20"
T06046	"Nitric-oxide synthase, endothelial"	Hypotension	低血压	"458, 796.3"	I95
T06046	"Nitric-oxide synthase, endothelial"	Myocardial infarction	心肌梗塞	410	"I21, I22"
T06046	"Nitric-oxide synthase, endothelial"	Pulmonary hypertension	肺动脉高压	416	"I27.0, I27.2"
T06063	DNA polymerase (HSV-2)	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T06093	Rho associated protein kinase 2	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T06182	VIP 2 receptor	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T06182	VIP 2 receptor	Hypertension	高血压	401	I10-I16
T06182	VIP 2 receptor	Unspecified	未指定		
T06273	Poly [ADP-ribose] polymerase-1	Ataxia telangiectasia	共济失调毛细血管扩张		G11.3
T06273	Poly [ADP-ribose] polymerase-1	Brain ischaemia	脑缺血	"435, 437"	"G45.9, I67.8"
T06273	Poly [ADP-ribose] polymerase-1	Cancer	癌症	140-229	C00-C96
T06273	Poly [ADP-ribose] polymerase-1	Cerebrovascular disorders	脑血管疾病		I60-I69
T06273	Poly [ADP-ribose] polymerase-1	Cerebrovascular ischaemia	脑血管缺血	434.91	I61-I63
T06273	Poly [ADP-ribose] polymerase-1	Inflammatory skin condition	皮肤发炎		L00-L99
T06273	Poly [ADP-ribose] polymerase-1	Melanoma	黑色素瘤	172	C43
T06273	Poly [ADP-ribose] polymerase-1	Myocardial infarction	心肌梗塞	410	"I21, I22"
T06273	Poly [ADP-ribose] polymerase-1	Ovarian cancer	卵巢癌	183	C56
T06273	Poly [ADP-ribose] polymerase-1	Permanent and transient stroke	永久性和短暂性中风	"434.91, 435.9"	"G45.9, I61-I63"
T06273	Poly [ADP-ribose] polymerase-1	Recurrent epithelial ovarian or primary peritoneal cancer	复发性上皮性卵巢癌或原发性腹膜癌		C78
T06320	Galectin	Chronic kidney disease	慢性肾病	"403, 585.1-585.5, 585.9"	N18
T06365	Alanine glyoxylate aminotransferase	Hyperoxaluria	高草酸尿症		E74.8
T06413	mRNA of PKC-alpha	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T06421	Interferon-alpha/beta receptor	Advanced renal cell carcinoma	晚期肾细胞癌	189	C64
T06421	Interferon-alpha/beta receptor	Endometriosis	子宫内膜异位症	617	N80
T06421	Interferon-alpha/beta receptor	Hairy cell leukemia	毛细胞白血病	202.4	C91.4
T06421	Interferon-alpha/beta receptor	"Hairy cell leukemia, malignant melanoma; Chronic myelogenous leukaemia"	毛细胞白血病，恶性黑色素瘤；慢性粒细胞性白血病	"172, 202.4, 208.9, 205.1"	"C43, C91-C95, C91.4, C92.1"
T06421	Interferon-alpha/beta receptor	Hairy cell leukemia; HCV infection	毛细胞白血病； HCV感染	"202.4, 070.4, 070.5, 070.70"	"C91.4, B17.1, B18.2"
T06421	Interferon-alpha/beta receptor	Multiple scierosis	多发性硬化	340	G35
T06421	Interferon-alpha/beta receptor	Systemic lupus erythematosus; Myositis	系统性红斑狼疮;肌炎	"695, 710.0, 729.1"	"L51-L54, M32, M60"
T06438	Oxidoreductase	Ulcerative colitis	溃疡性结肠炎	556	K51
T06446	Leukotriene biosynthesis	Asthma	哮喘		J45
T06475	Nucleolin	Cancer	癌症	140-229	C00-C96
T06475	Nucleolin	Leukemia	白血病	208.9	C90-C95
T06489	Release of ACh	Inflammation	炎		"E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, G89"
T06575	Choriogonadotropin beta chain	Bladder cancer	膀胱癌	188	C67
T06671	Interleukin-18	B-cell non-hodgkin's lymphoma; Rheumatoid arthritis	B细胞非霍奇金淋巴瘤；类风湿关节炎	"200, 202, 202.8, 710-719, 714"	"C81-C86, C82-C85, M00-M25, M05-M06"
T06671	Interleukin-18	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T06671	Interleukin-18	Non-hodgkin's lymphoma; Ovarian cancer	非霍奇金淋巴瘤；卵巢癌	183	"C85, C56"
T06671	Interleukin-18	Type 2 diabetes	2型糖尿病	250	E11
T06770	Transmembrane glycoprotein gp41	HIV-1 infection	HIV-1感染	"001-139, 042"	B20-B24
T06770	Transmembrane glycoprotein gp41	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T06770	Transmembrane glycoprotein gp41	Unspecified	未指定		
T06841	Interleukin-23 ligand	Ankylosing spondylitis	强直性脊柱炎	720	"M08.1, M45"
T06841	Interleukin-23 ligand	Asthma	哮喘		J45
T06841	Interleukin-23 ligand	Crohn's disease	克罗恩病	555	K50
T06841	Interleukin-23 ligand	Hairy cell leukemia; Psoriasis	毛细胞白血病；银屑病	"202.4, 696"	"C91.4, L40"
T06841	Interleukin-23 ligand	Moderate-to-severe plaque psoriasis	中度至重度斑块状牛皮癣	696	L40
T06841	Interleukin-23 ligand	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T06850	Ghrelin	Type 1 diabetes	1型糖尿病	250	E10
T06955	C-Cchemokine receptor type 4	Asthma	哮喘		J45
T06955	C-Cchemokine receptor type 4	Atopic dermatitis	特应性皮炎	"691.8, 692.9"	L00-L99
T06955	C-Cchemokine receptor type 4	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T07035	mRNA of IE2 region of cytomegalovirus	CMV retinitis	CMV视网膜炎	78.5	"B25.8, H30.9"
T07035	mRNA of IE2 region of cytomegalovirus	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T07045	Pituitary adenylate cyclase-activating polypeptide 38	Nerve injury	神经损伤		T14.4
T07063	Sodium/iodide cotransporter	Prostate cancer	前列腺癌	185	C61
T07082	Respiratory syncytial virus genomic RNA	Upper and lower respiratory tract disease	上下呼吸道疾病	460-519	J00-J99
T07087	Focal adhesion kinase-2	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T07102	Rho-associated protein kinase 1	Atherosclerosis	动脉粥样硬化	"414.0, 440"	I70
T07102	Rho-associated protein kinase 1	Cancer	癌症	140-229	C00-C96
T07102	Rho-associated protein kinase 1	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T07102	Rho-associated protein kinase 1	Diabetic nephropathy	糖尿病肾病	250.4	E11.21
T07102	Rho-associated protein kinase 1	Glaucoma	青光眼	365	H40-H42
T07102	Rho-associated protein kinase 1	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T07102	Rho-associated protein kinase 1	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T07102	Rho-associated protein kinase 1	Pulmonary arterial hypertension	肺动脉高压	416	"I27.0, I27.2"
T07137	4-hydroxyphenylpyruvate dioxygenase	Hereditary tyrosinemia type 1	遗传性1型酪氨酸血症	270.2	E70.2
T07137	4-hydroxyphenylpyruvate dioxygenase	Respiratory syncytial virus infection	呼吸道合胞病毒感染	79.6	B97.4
T07173	Neurotrophic tyrosine kinase receptor 1	Advanced solid malignancies	晚期实体恶性肿瘤	"140-199, 140-239, 210-229"	"D10-D36, D3A"
T07173	Neurotrophic tyrosine kinase receptor 1	Alzheimer disease	老年痴呆症	331	G30
T07173	Neurotrophic tyrosine kinase receptor 1	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T07173	Neurotrophic tyrosine kinase receptor 1	Psoriasis	银屑病	696	L40
T07173	Neurotrophic tyrosine kinase receptor 1	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T07279	Serine/threonine-proteinkinase pim-2	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T07279	Serine/threonine-proteinkinase pim-2	Multiple myeloma	多发性骨髓瘤	203	C90
T07279	Serine/threonine-proteinkinase pim-2	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T07289	Duffy antigen chemokine receptor	Malaria	疟疾		B54
T07303	Vascular endothelial growth factor receptor 3	Cancer	癌症	140-229	C00-C96
T07303	Vascular endothelial growth factor receptor 3	Hepatocellular carcinoma	肝细胞癌	155	C22.0
T07303	Vascular endothelial growth factor receptor 3	Prostate cancer; Lung cancer	前列腺癌;肺癌	"140-229, 162, 185"	"C33-C34, C61"
T07303	Vascular endothelial growth factor receptor 3	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T07303	Vascular endothelial growth factor receptor 3	Vascular restinosis following vascular graft surgery	血管移植手术后的血管再狭窄		T82.858A
T07374	Beta microseminoprotein	Hormone refractory prostate cancer	激素难治性前列腺癌	"140-229, 185"	C61
T07394	Notch	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T07400	Advanced glycosylation end product-specific receptor	Alzheimer disease	老年痴呆症	331	G30
T07400	Advanced glycosylation end product-specific receptor	Dementia	痴呆	290-294	F01-F07
T07400	Advanced glycosylation end product-specific receptor	Diabetic kidney disease; Diabetic nephropathy	糖尿病肾病；糖尿病肾病	250.4	"E11.22, E11.21"
T07400	Advanced glycosylation end product-specific receptor	Hypotension	低血压	"458, 796.3"	I95
T07403	Integrin alpha-4/beta-7	Crohn's disease	克罗恩病	555	K50
T07403	Integrin alpha-4/beta-7	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T07485	Respiratorysyncytial virus protein F	Respiratory syncytial virus infection	呼吸道合胞病毒感染	79.6	B97.4
T07485	Respiratorysyncytial virus protein F	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T07507	Myosin-7	Deafness	耳聋		H90-H91
T07533	Apolipoprotein B-100	High cholesterol level	高胆固醇	272	E78.0
T07601	Cyclophilin	Duchenne muscular dystrophy	杜氏肌营养不良症		G71.0
T07601	Cyclophilin	Ocular inflammation	眼部炎症	370.33	H16.229
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Angina pectoris	心绞痛	413	I20
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Asthma	哮喘		J45
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Cardiovascular disorder	心血管疾病		I00-I99
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Chronic obstructive pulmonary disease; Raynaud's disease	慢性阻塞性肺疾病;雷诺氏病	"490-492, 494-496, 443"	"J40-J44, J47, I73.0"
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Erectile dysfunction	勃起功能障碍	"302.72, 607.84"	"F52.2, N48.4"
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Erectile dysfunction; Hypertension; Raynaud's disease	勃起功能障碍；高血压;雷诺氏病	"302.72, 607.84, 401, 443"	"F52.2, N48.4, I10-I16, I73.0"
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Hypertension	高血压	401	I10-I16
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Spasm	痉挛	728.85	R25.2
T07663	"CGMP-specific 3',5'-cyclic phosphodiesterase"	Unspecified	未指定		
T07694	Unspecified protease	Atopic dermatitis	特应性皮炎	"691.8, 692.9"	L00-L99
T07694	Unspecified protease	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T07806	5-hydroxytryptamine 1B receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T07806	5-hydroxytryptamine 1B receptor	Chronic schizophrenics	慢性精神分裂症	295	F20
T07806	5-hydroxytryptamine 1B receptor	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T07806	5-hydroxytryptamine 1B receptor	Migraine headaches	偏头痛	346	G43
T07806	5-hydroxytryptamine 1B receptor	Mood disorder	情绪障碍		F30-F39
T07806	5-hydroxytryptamine 1B receptor	Psychotic disorders	精神病	290-299	F20-F29
T07861	Inhibiting IL-1 synthesis and/orrelease	Asthma	哮喘		J45
T07958	Erythropoietin ligand	Anemia	贫血	280-285	D50-D64
T07958	Erythropoietin ligand	Cerebrovascular ischaemia	脑血管缺血	434.91	I61-I63
T07958	Erythropoietin ligand	Depression; Diabetic neuropathy; Mood disorder	萧条;糖尿病性神经病；情绪障碍	"311, 250, 250.6, 356.0, 356.8"	"F30-F39, E11.40"
T07958	Erythropoietin ligand	Unspecified	未指定		
T07974	HCV polymerase	HCV infection	HCV感染	"070.4, 070.5, 070.70"	"B17.1, B18.2"
T07974	HCV polymerase	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T08133	"Transient receptor potential channel 6, subfamily V"	Ovarian cancer	卵巢癌	183	C56
T08156	Interferon alpha 5 ligand	HCV infection	HCV感染	"070.4, 070.5, 070.70"	"B17.1, B18.2"
T08156	Interferon alpha 5 ligand	Infections	传染病	001-139	A00-B99
T08231	CD74	Chronic lymphocytic leukaemia	慢性淋巴细胞性白血病		C91
T08298	Granzyme B	Aortic aneurysm	主动脉瘤		I71
T08306	CD79b	Diffuse large B-cell lymphoma	弥漫性大B细胞淋巴瘤	200	C83.3
T08306	CD79b	Hematological malignancies	血液恶性肿瘤	200-209	C81-C86
T08306	CD79b	Non-hodgkin's lymphoma	非霍奇金淋巴瘤		C85
T08306	CD79b	Non-hodgkin's lymphoma; Diffuse large B-cell lymphoma	非霍奇金淋巴瘤；弥漫性大B细胞淋巴瘤	"200, 200.0, 202"	"C82-C85, C83.3"
T08383	Beta-hydroxybutyrate	Memory loss	记忆丧失		F03
T08391	Tyrosine-protein kinase JAK2	Anemia	贫血	280-285	D50-D64
T08391	Tyrosine-protein kinase JAK2	Cancer	癌症	140-229	C00-C96
T08391	Tyrosine-protein kinase JAK2	Leukemia	白血病	208.9	C90-C95
T08391	Tyrosine-protein kinase JAK2	Multiple scierosis	多发性硬化	340	G35
T08391	Tyrosine-protein kinase JAK2	Myelofibrosis	骨髓纤维化	"208.9, 289.83, 709.2"	"C94.4, D47.4"
T08391	Tyrosine-protein kinase JAK2	Myeloproliferative disorder	骨髓增生性疾病		C94.6
T08391	Tyrosine-protein kinase JAK2	Myeloproliferative neoplasm; Breast cancer	骨髓增生性肿瘤；乳腺癌	"205.1, 238.4, 289.89, 289.9, 174, 175"	"D47.1, C50"
T08391	Tyrosine-protein kinase JAK2	Polycythemia vera	真性红细胞增多症	238.4	D45
T08391	Tyrosine-protein kinase JAK2	Renal transplantation; Multiple myeloma	肾移植；多发性骨髓瘤	"279.5, 203"	"D89.8, C90"
T08404	Helicase-primase	Herpes simplex virus infection	单纯疱疹病毒感染	54	B00
T08441	Viral maturaton	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T08583	Thrombomodulin	Disseminated intravascular coagulation	弥散性血管内凝血	286.6	D65
T08743	Aminopeptidase	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T08856	Neutrophil collagenase	Multiple scierosis	多发性硬化	340	G35
T08884	Thrombospondin relate anonymous protein	Malaria	疟疾		B54
T08898	Adrenocorticotropic hormone receptor	Adrenocortical insufficiency	肾上腺皮质功能不全	255.4	E27.1-E27.4
T08922	Acetyl-CoA carboxylase 2	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T08922	Acetyl-CoA carboxylase 2	Obesity	肥胖	278	E66
T08922	Acetyl-CoA carboxylase 2	Parkinson's disease	帕金森氏病	332	G20
T08922	Acetyl-CoA carboxylase 2	Sebaceous gland disease	皮脂腺疾病		L73.8
T08922	Acetyl-CoA carboxylase 2	Type 2 diabetes	2型糖尿病	250	E11
T09005	Corynebacterium diphtheriae CRM197 protein	Meningococcal infection a c y and w-135	脑膜炎球菌感染c y和w-135		A39.0
T09005	Corynebacterium diphtheriae CRM197 protein	Streptococcus pneumoniae infection	肺炎链球菌感染		J13
T09058	5T4 ONCOFETAL antigen	Breast cancer	乳腺癌	"174, 175"	C50
T09058	5T4 ONCOFETAL antigen	Cancer	癌症	140-229	C00-C96
T09058	5T4 ONCOFETAL antigen	Hormone refractory prostate cancer	激素难治性前列腺癌	"140-229, 185"	C61
T09058	5T4 ONCOFETAL antigen	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T09092	Interleukin-10	Endometriosis	子宫内膜异位症	617	N80
T09092	Interleukin-10	Inflammatory bowel disease; Psoriasis; Rheumatoid arthritis	炎症性肠病；银屑病;类风湿关节炎	"555, 556, 696, 710-719, 714"	"K50, K51, L40, M00-M25, M05-M06"
T09092	Interleukin-10	Scar tissue	疤痕组织		L00-L99
T09092	Interleukin-10	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T09130	Muscarinic receptor	Allergic rhinitis	过敏性鼻炎	"472.0, 477, 995.3"	"J00, J30, J31.0, T78.4"
